Status_Conta_Corrente;Duracao_Mes;Proposito;Valor_Credito;Conta_Poupanca;Tempo_Emprego_Atual;Taxa_Parcelamento;Residencia_Atual_Desde;Idade;Moradia;N_Creditos_Existentes;Trabalho;N_Pessoas_Sustento;Telefone;Trabalhador_Estrangeiro;Risco;Faixa_Etaria
< 0 DM;24;Carro Novo;1333;< 100 DM;Desempregado;4;2;43;Favor;2;Qualificado;2;Sim;Sim;Ruim;41-50 anos
Sem conta;24;Carro Novo;2022;< 100 DM;1  a 4 anos;4;4;37;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;24;Rádio/TV;1552;< 100 DM;4 a 7 anos;3;1;32;Própria;1;Qualificado;2;Sim;Sim;Bom;31-40 anos
< 0 DM;12;Rádio/TV;626;< 100 DM;1  a 4 anos;4;4;24;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
Sem conta;48;Carro Usado;8858;Sem conta;4 a 7 anos;2;1;35;Favor;2;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;12;Reparos;996;Sem conta;4 a 7 anos;4;4;23;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;6;Rádio/TV;1750;500 a 1000 DM;>= 7 anos;2;4;45;Própria;1;Informal;2;Sim;Sim;Bom;41-50 anos
< 0 DM;48;Rádio/TV;6999;< 100 DM;4 a 7 anos;1;1;34;Própria;2;Qualificado;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;12;Carro Novo;1995;100 a 500 DM;< 1 ano;4;1;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;9;Educação;1199;< 100 DM;4 a 7 anos;4;4;67;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;60+ anos
0 a 200 DM;12;Rádio/TV;1331;< 100 DM;< 1 ano;2;1;22;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;18;Carro Novo;2278;100 a 500 DM;< 1 ano;3;3;28;Própria;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;21;Carro Novo;5003;Sem conta;1  a 4 anos;1;4;29;Própria;2;Qualificado;1;Não;Sim;Ruim;18-30 anos
< 0 DM;24;Móveis/Equipamento;3552;< 100 DM;4 a 7 anos;3;4;27;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;18;Móveis/Equipamento;1928;< 100 DM;< 1 ano;2;2;31;Própria;2;Informal;1;Sim;Sim;Ruim;31-40 anos
< 0 DM;24;Carro Usado;2964;Sem conta;>= 7 anos;4;4;49;Favor;1;Qualificado;2;Não;Sim;Bom;41-50 anos
< 0 DM;24;Rádio/TV;1546;< 100 DM;4 a 7 anos;4;4;24;Aluguel;1;Informal;1;Sim;Sim;Ruim;18-30 anos
>= 200 DM;6;Rádio/TV;683;< 100 DM;< 1 ano;2;1;29;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;36;Carro Novo;12389;Sem conta;1  a 4 anos;1;4;37;Favor;1;Qualificado;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;24;Negócios;4712;Sem conta;1  a 4 anos;4;2;37;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;24;Rádio/TV;1553;100 a 500 DM;4 a 7 anos;3;2;23;Aluguel;2;Qualificado;1;Não;Sim;Bom;18-30 anos
< 0 DM;12;Carro Novo;1372;< 100 DM;4 a 7 anos;2;3;36;Própria;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;24;Rádio/TV;2578;>= 1000 DM;>= 7 anos;2;2;34;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;48;Rádio/TV;3979;Sem conta;4 a 7 anos;4;1;41;Própria;2;Qualificado;2;Não;Sim;Bom;41-50 anos
< 0 DM;48;Rádio/TV;6758;< 100 DM;1  a 4 anos;3;2;31;Própria;1;Qualificado;1;Não;Sim;Ruim;31-40 anos
< 0 DM;24;Móveis/Equipamento;3234;< 100 DM;< 1 ano;4;4;23;Aluguel;1;Informal;1;Não;Sim;Ruim;18-30 anos
Sem conta;30;Rádio/TV;5954;< 100 DM;4 a 7 anos;3;2;38;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;24;Carro Usado;5433;Sem conta;Desempregado;2;4;26;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
< 0 DM;15;Negócios;806;< 100 DM;1  a 4 anos;4;4;22;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;9;Rádio/TV;1082;< 100 DM;>= 7 anos;4;4;27;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
Sem conta;15;Móveis/Equipamento;2788;< 100 DM;4 a 7 anos;2;3;24;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;12;Rádio/TV;2930;< 100 DM;4 a 7 anos;2;1;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;24;Educação;1927;Sem conta;1  a 4 anos;3;2;33;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;36;Carro Novo;2820;< 100 DM;< 1 ano;4;4;27;Própria;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;24;Retreinamento;937;< 100 DM;< 1 ano;4;3;27;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;18;Carro Novo;1056;< 100 DM;>= 7 anos;3;3;30;Própria;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;12;Carro Novo;3124;< 100 DM;< 1 ano;1;3;49;Própria;2;Informal;2;Sim;Sim;Bom;41-50 anos
Sem conta;9;Móveis/Equipamento;1388;< 100 DM;1  a 4 anos;4;2;26;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;36;Reparos;2384;< 100 DM;< 1 ano;4;1;33;Aluguel;1;Informal;1;Sim;Sim;Ruim;31-40 anos
Sem conta;12;Carro Novo;2133;Sem conta;>= 7 anos;4;4;52;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;51-60 anos
< 0 DM;18;Móveis/Equipamento;2039;< 100 DM;1  a 4 anos;1;4;20;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;9;Carro Novo;2799;< 100 DM;1  a 4 anos;2;2;36;Aluguel;2;Qualificado;2;Sim;Sim;Bom;31-40 anos
< 0 DM;12;Móveis/Equipamento;1289;< 100 DM;1  a 4 anos;4;1;21;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
< 0 DM;18;Eletrodomésticos;1217;< 100 DM;1  a 4 anos;4;3;47;Própria;1;Informal;1;Não;Sim;Ruim;41-50 anos
< 0 DM;12;Móveis/Equipamento;2246;< 100 DM;>= 7 anos;3;3;60;Própria;2;Qualificado;1;Sim;Sim;Ruim;51-60 anos
< 0 DM;12;Rádio/TV;385;< 100 DM;4 a 7 anos;4;3;58;Própria;4;Informal;1;Não;Sim;Bom;51-60 anos
0 a 200 DM;24;Carro Novo;1965;Sem conta;1  a 4 anos;4;4;42;Aluguel;2;Qualificado;1;Não;Sim;Bom;41-50 anos
Sem conta;21;Negócios;1572;>= 1000 DM;>= 7 anos;4;4;36;Própria;1;Informal;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;24;Carro Novo;2718;< 100 DM;1  a 4 anos;3;4;20;Aluguel;1;Informal;1;Não;Sim;Ruim;18-30 anos
< 0 DM;24;Outros;1358;Sem conta;>= 7 anos;4;3;40;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;6;Carro Novo;931;100 a 500 DM;< 1 ano;1;1;32;Própria;1;Informal;1;Sim;Sim;Ruim;31-40 anos
< 0 DM;24;Carro Novo;1442;< 100 DM;4 a 7 anos;4;4;23;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;24;Negócios;4241;< 100 DM;1  a 4 anos;1;4;36;Própria;3;Informal;1;Não;Sim;Ruim;31-40 anos
Sem conta;18;Carro Novo;2775;< 100 DM;4 a 7 anos;2;2;31;Própria;2;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;24;Negócios;3863;< 100 DM;1  a 4 anos;1;2;32;Favor;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;7;Rádio/TV;2329;< 100 DM;< 1 ano;1;1;45;Própria;1;Qualificado;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;9;Móveis/Equipamento;918;< 100 DM;1  a 4 anos;4;1;30;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;24;Educação;1837;< 100 DM;4 a 7 anos;4;4;34;Favor;1;Informal;1;Sim;Sim;Ruim;31-40 anos
Sem conta;36;Móveis/Equipamento;3349;< 100 DM;1  a 4 anos;4;2;28;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
>= 200 DM;10;Móveis/Equipamento;1275;< 100 DM;< 1 ano;4;2;23;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;24;Móveis/Equipamento;2828;500 a 1000 DM;1  a 4 anos;4;4;22;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;24;Negócios;4526;< 100 DM;1  a 4 anos;3;2;74;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;60+ anos
0 a 200 DM;36;Rádio/TV;2671;100 a 500 DM;1  a 4 anos;4;4;50;Favor;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
Sem conta;18;Rádio/TV;2051;< 100 DM;< 1 ano;4;1;33;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;15;Carro Usado;1300;Sem conta;>= 7 anos;4;4;45;Favor;1;Qualificado;2;Sim;Sim;Bom;41-50 anos
< 0 DM;12;Eletrodomésticos;741;100 a 500 DM;Desempregado;4;3;22;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
>= 200 DM;10;Carro Novo;1240;100 a 500 DM;>= 7 anos;1;4;48;Favor;1;Informal;2;Sim;Sim;Ruim;41-50 anos
< 0 DM;21;Rádio/TV;3357;>= 1000 DM;< 1 ano;4;2;29;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;24;Carro Usado;3632;< 100 DM;1  a 4 anos;1;4;22;Aluguel;1;Qualificado;1;Sim;Não;Bom;18-30 anos
Sem conta;18;Móveis/Equipamento;1808;< 100 DM;4 a 7 anos;4;1;22;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;48;Negócios;12204;Sem conta;1  a 4 anos;2;2;48;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;60;Rádio/TV;9157;Sem conta;1  a 4 anos;2;2;27;Favor;1;Autônomo/Gerência/Oficial;1;Sim;Sim;Bom;18-30 anos
< 0 DM;6;Carro Novo;3676;< 100 DM;1  a 4 anos;1;3;37;Aluguel;3;Qualificado;2;Sim;Sim;Bom;31-40 anos
0 a 200 DM;30;Móveis/Equipamento;3441;100 a 500 DM;1  a 4 anos;2;4;21;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;12;Carro Novo;640;< 100 DM;1  a 4 anos;4;2;49;Própria;1;Informal;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;21;Negócios;3652;< 100 DM;4 a 7 anos;2;3;27;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;18;Carro Novo;1530;< 100 DM;1  a 4 anos;3;2;32;Própria;2;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;48;Negócios;3914;Sem conta;1  a 4 anos;4;2;38;Própria;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
< 0 DM;12;Móveis/Equipamento;1858;< 100 DM;< 1 ano;4;1;22;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;18;Rádio/TV;2600;< 100 DM;1  a 4 anos;4;4;65;Favor;2;Qualificado;1;Sim;Sim;Ruim;60+ anos
Sem conta;15;Rádio/TV;1979;Sem conta;>= 7 anos;4;2;35;Própria;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
>= 200 DM;6;Móveis/Equipamento;2116;< 100 DM;1  a 4 anos;2;2;41;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;9;Carro Novo;1437;100 a 500 DM;4 a 7 anos;2;3;29;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;42;Móveis/Equipamento;4042;500 a 1000 DM;1  a 4 anos;4;4;36;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;9;Educação;3832;Sem conta;>= 7 anos;1;4;64;Própria;1;Informal;1;Sim;Sim;Bom;60+ anos
< 0 DM;24;Rádio/TV;3660;< 100 DM;1  a 4 anos;2;4;28;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;18;Móveis/Equipamento;1553;< 100 DM;1  a 4 anos;4;3;44;Própria;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;15;Rádio/TV;1444;Sem conta;< 1 ano;4;1;23;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;9;Móveis/Equipamento;1980;< 100 DM;< 1 ano;2;2;19;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;24;Carro Novo;1355;< 100 DM;< 1 ano;3;4;25;Própria;1;Informal;1;Não;Sim;Ruim;18-30 anos
Sem conta;12;Educação;1393;< 100 DM;>= 7 anos;4;4;47;Própria;3;Qualificado;2;Não;Sim;Bom;41-50 anos
Sem conta;24;Rádio/TV;1376;500 a 1000 DM;4 a 7 anos;4;1;28;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;60;Rádio/TV;15653;< 100 DM;4 a 7 anos;2;4;21;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;12;Rádio/TV;1493;< 100 DM;< 1 ano;4;3;34;Própria;1;Qualificado;2;Sim;Sim;Bom;31-40 anos
< 0 DM;42;Rádio/TV;4370;< 100 DM;4 a 7 anos;3;2;26;Própria;2;Qualificado;2;Não;Sim;Ruim;18-30 anos
< 0 DM;18;Educação;750;< 100 DM;Desempregado;4;1;27;Própria;1;Desempregado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;15;Reparos;1308;< 100 DM;>= 7 anos;4;4;38;Própria;2;Informal;1;Sim;Sim;Bom;31-40 anos
Sem conta;15;Educação;4623;100 a 500 DM;1  a 4 anos;3;2;40;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;31-40 anos
Sem conta;24;Rádio/TV;1851;< 100 DM;4 a 7 anos;4;2;33;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;18;Rádio/TV;1880;< 100 DM;4 a 7 anos;4;1;32;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;36;Negócios;7980;Sem conta;< 1 ano;4;4;27;Aluguel;2;Qualificado;1;Não;Sim;Ruim;18-30 anos
< 0 DM;30;Móveis/Equipamento;4583;< 100 DM;1  a 4 anos;2;2;32;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;12;Carro Novo;1386;500 a 1000 DM;1  a 4 anos;2;2;26;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
>= 200 DM;24;Carro Novo;947;< 100 DM;4 a 7 anos;4;3;38;Favor;1;Qualificado;2;Sim;Sim;Ruim;31-40 anos
< 0 DM;12;Educação;684;< 100 DM;1  a 4 anos;4;4;40;Aluguel;1;Informal;2;Sim;Sim;Ruim;31-40 anos
< 0 DM;48;Educação;7476;< 100 DM;4 a 7 anos;4;1;50;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;12;Móveis/Equipamento;1922;< 100 DM;1  a 4 anos;4;2;37;Própria;1;Informal;1;Sim;Sim;Ruim;31-40 anos
< 0 DM;24;Carro Novo;2303;< 100 DM;>= 7 anos;4;1;45;Própria;1;Qualificado;1;Sim;Sim;Ruim;41-50 anos
0 a 200 DM;36;Carro Novo;8086;100 a 500 DM;>= 7 anos;2;4;42;Própria;4;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;41-50 anos
Sem conta;24;Carro Usado;2346;< 100 DM;4 a 7 anos;4;3;35;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;14;Carro Novo;3973;< 100 DM;Desempregado;1;4;22;Favor;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;12;Carro Novo;888;< 100 DM;>= 7 anos;4;4;41;Própria;1;Informal;2;Sim;Sim;Ruim;41-50 anos
Sem conta;48;Rádio/TV;10222;Sem conta;4 a 7 anos;4;3;37;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;30;Negócios;4221;< 100 DM;1  a 4 anos;2;1;28;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;18;Móveis/Equipamento;6361;< 100 DM;>= 7 anos;2;1;41;Própria;1;Qualificado;1;Não;Sim;Bom;41-50 anos
>= 200 DM;12;Rádio/TV;1297;< 100 DM;1  a 4 anos;3;4;23;Aluguel;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;12;Carro Novo;900;Sem conta;1  a 4 anos;4;2;23;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;21;Móveis/Equipamento;2241;< 100 DM;>= 7 anos;4;2;50;Própria;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;6;Móveis/Equipamento;1050;< 100 DM;Desempregado;4;1;35;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
>= 200 DM;6;Educação;1047;< 100 DM;1  a 4 anos;2;4;50;Própria;1;Informal;1;Sim;Sim;Bom;41-50 anos
Sem conta;24;Outros;6314;< 100 DM;Desempregado;4;2;27;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;30;Móveis/Equipamento;3496;>= 1000 DM;1  a 4 anos;4;2;34;Própria;1;Qualificado;2;Não;Sim;Bom;31-40 anos
Sem conta;48;Negócios;3609;< 100 DM;1  a 4 anos;1;1;27;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;12;Carro Novo;4843;< 100 DM;>= 7 anos;3;4;43;Aluguel;2;Qualificado;1;Não;Sim;Ruim;41-50 anos
>= 200 DM;30;Rádio/TV;3017;< 100 DM;>= 7 anos;4;4;47;Própria;1;Qualificado;1;Sim;Sim;Bom;41-50 anos
Sem conta;24;Negócios;4139;100 a 500 DM;1  a 4 anos;3;3;27;Própria;2;Informal;1;Não;Sim;Bom;18-30 anos
Sem conta;36;Negócios;5742;100 a 500 DM;4 a 7 anos;2;2;31;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;60;Carro Novo;10366;< 100 DM;>= 7 anos;2;4;42;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;41-50 anos
Sem conta;6;Carro Novo;2080;500 a 1000 DM;1  a 4 anos;1;2;24;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;21;Negócios;2580;500 a 1000 DM;< 1 ano;4;2;41;Própria;1;Informal;2;Sim;Sim;Ruim;41-50 anos
Sem conta;30;Rádio/TV;4530;< 100 DM;4 a 7 anos;4;4;26;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;18-30 anos
Sem conta;24;Móveis/Equipamento;5150;< 100 DM;>= 7 anos;4;4;33;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;72;Rádio/TV;5595;100 a 500 DM;1  a 4 anos;2;2;24;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;24;Rádio/TV;2384;< 100 DM;>= 7 anos;4;4;64;Aluguel;1;Informal;1;Sim;Sim;Bom;60+ anos
Sem conta;18;Rádio/TV;1453;< 100 DM;< 1 ano;3;1;26;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;6;Educação;1538;< 100 DM;< 1 ano;1;2;56;Própria;1;Qualificado;1;Sim;Sim;Bom;51-60 anos
Sem conta;12;Rádio/TV;2279;Sem conta;1  a 4 anos;4;4;37;Favor;1;Qualificado;1;Não;Sim;Bom;31-40 anos
Sem conta;15;Rádio/TV;1478;< 100 DM;1  a 4 anos;4;3;33;Própria;2;Qualificado;1;Sim;Sim;Bom;31-40 anos
Sem conta;24;Rádio/TV;5103;< 100 DM;< 1 ano;3;3;47;Favor;3;Qualificado;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;36;Negócios;9857;100 a 500 DM;4 a 7 anos;1;3;31;Própria;2;Informal;2;Não;Sim;Bom;31-40 anos
Sem conta;60;Carro Novo;6527;Sem conta;1  a 4 anos;4;4;34;Favor;1;Qualificado;2;Não;Sim;Bom;31-40 anos
>= 200 DM;10;Rádio/TV;1347;Sem conta;4 a 7 anos;4;2;27;Própria;2;Qualificado;1;Não;Sim;Bom;18-30 anos
0 a 200 DM;36;Carro Novo;2862;100 a 500 DM;>= 7 anos;4;3;30;Favor;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
Sem conta;9;Rádio/TV;2753;100 a 500 DM;>= 7 anos;3;4;35;Própria;1;Qualificado;1;Não;Sim;Bom;31-40 anos
< 0 DM;12;Carro Novo;3651;>= 1000 DM;1  a 4 anos;1;3;31;Própria;1;Qualificado;2;Sim;Sim;Bom;31-40 anos
< 0 DM;15;Móveis/Equipamento;975;< 100 DM;1  a 4 anos;2;3;25;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;15;Reparos;2631;100 a 500 DM;1  a 4 anos;3;2;25;Própria;1;Informal;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;24;Rádio/TV;2896;100 a 500 DM;< 1 ano;2;1;29;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
< 0 DM;6;Carro Novo;4716;Sem conta;< 1 ano;1;3;44;Própria;2;Informal;2;Sim;Sim;Bom;41-50 anos
Sem conta;24;Rádio/TV;2284;< 100 DM;4 a 7 anos;4;2;28;Própria;1;Qualificado;1;Não;Sim;Bom;18-30 anos
Sem conta;6;Carro Usado;1236;500 a 1000 DM;1  a 4 anos;2;4;50;Aluguel;1;Qualificado;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;12;Rádio/TV;1103;< 100 DM;4 a 7 anos;4;3;29;Própria;2;Qualificado;1;Sim;Não;Bom;18-30 anos
Sem conta;12;Carro Novo;926;< 100 DM;Desempregado;1;2;38;Própria;1;Desempregado;1;Sim;Sim;Bom;31-40 anos
Sem conta;18;Rádio/TV;1800;< 100 DM;1  a 4 anos;4;2;24;Própria;2;Qualificado;1;Sim;Sim;Bom;18-30 anos
>= 200 DM;15;Educação;1905;< 100 DM;>= 7 anos;4;4;40;Aluguel;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
Sem conta;12;Móveis/Equipamento;1123;500 a 1000 DM;1  a 4 anos;4;4;29;Aluguel;1;Informal;1;Sim;Sim;Ruim;18-30 anos
< 0 DM;48;Carro Usado;6331;< 100 DM;>= 7 anos;4;4;46;Favor;2;Qualificado;1;Não;Sim;Ruim;41-50 anos
>= 200 DM;24;Rádio/TV;1377;100 a 500 DM;>= 7 anos;4;2;47;Favor;1;Qualificado;1;Não;Sim;Bom;41-50 anos
0 a 200 DM;30;Negócios;2503;100 a 500 DM;>= 7 anos;4;2;41;Própria;2;Qualificado;1;Sim;Sim;Bom;41-50 anos
0 a 200 DM;27;Negócios;2528;< 100 DM;< 1 ano;4;1;32;Própria;1;Qualificado;2;Não;Sim;Bom;31-40 anos
Sem conta;15;Carro Novo;5324;500 a 1000 DM;>= 7 anos;1;4;35;Favor;1;Qualificado;1;Sim;Sim;Bom;31-40 anos
0 a 200 DM;48;Carro Novo;6560;100 a 500 DM;4 a 7 anos;3;2;24;Própria;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;12;Móveis/Equipamento;2969;< 100 DM;< 1 ano;4;3;25;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;9;Rádio/TV;1206;< 100 DM;>= 7 anos;4;4;25;Própria;1;Qualificado;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;9;Rádio/TV;2118;< 100 DM;1  a 4 anos;2;2;37;Própria;1;Informal;2;Sim;Sim;Bom;31-40 anos
Sem conta;18;Rádio/TV;629;500 a 1000 DM;>= 7 anos;4;3;32;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
< 0 DM;6;Educação;1198;< 100 DM;>= 7 anos;4;4;35;Favor;1;Qualificado;1;Sim;Sim;Ruim;31-40 anos
Sem conta;21;Carro Usado;2476;Sem conta;>= 7 anos;4;4;46;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;41-50 anos
< 0 DM;9;Rádio/TV;1138;< 100 DM;1  a 4 anos;4;4;25;Própria;2;Informal;1;Sim;Sim;Bom;18-30 anos
0 a 200 DM;60;Carro Novo;14027;< 100 DM;4 a 7 anos;4;2;27;Própria;1;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;18-30 anos
Sem conta;30;Carro Usado;7596;Sem conta;>= 7 anos;1;4;63;Própria;2;Qualificado;1;Sim;Sim;Bom;60+ anos
Sem conta;30;Rádio/TV;3077;Sem conta;>= 7 anos;3;2;40;Própria;2;Qualificado;2;Não;Sim;Bom;31-40 anos
Sem conta;18;Rádio/TV;1505;< 100 DM;1  a 4 anos;4;2;32;Favor;1;Autônomo/Gerência/Oficial;1;Não;Sim;Bom;31-40 anos
>= 200 DM;24;Rádio/TV;3148;Sem conta;1  a 4 anos;3;2;31;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
0 a 200 DM;20;Carro Usado;6148;100 a 500 DM;>= 7 anos;3;4;31;Própria;2;Qualificado;1;Não;Sim;Bom;31-40 anos
>= 200 DM;9;Rádio/TV;1337;< 100 DM;< 1 ano;4;2;34;Própria;2;Autônomo/Gerência/Oficial;1;Não;Sim;Ruim;31-40 anos
0 a 200 DM;6;Educação;433;>= 1000 DM;< 1 ano;4;2;24;Aluguel;1;Qualificado;2;Sim;Sim;Ruim;18-30 anos
< 0 DM;12;Carro Novo;1228;< 100 DM;1  a 4 anos;4;2;24;Própria;1;Informal;1;Sim;Sim;Ruim;18-30 anos
0 a 200 DM;9;Rádio/TV;790;500 a 1000 DM;1  a 4 anos;4;3;66;Própria;1;Informal;1;Sim;Sim;Bom;60+ anos
Sem conta;27;Carro Novo;2570;< 100 DM;1  a 4 anos;3;3;21;Aluguel;1;Qualificado;1;Sim;Sim;Ruim;18-30 anos
Sem conta;6;Carro Novo;250;>= 1000 DM;1  a 4 anos;2;2;41;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
Sem conta;15;Rádio/TV;1316;500 a 1000 DM;1  a 4 anos;2;2;47;Própria;2;Informal;1;Sim;Sim;Bom;41-50 anos
< 0 DM;18;Rádio/TV;1882;< 100 DM;1  a 4 anos;4;4;25;Aluguel;2;Qualificado;1;Sim;Sim;Ruim;18-30 anos
